,LDR1,LDR2,button
2182,342,331,0
2183,344,336,0
2184,345,336,0
2185,345,336,0
2186,346,336,0
2187,884,341,1
2188,883,338,1
2189,883,335,1
2190,883,338,1
2191,883,336,1
2192,883,338,1
2193,883,330,1
2194,366,317,0
2195,351,325,0
2196,343,308,0
2197,273,207,0
2198,509,710,0
2199,310,336,0
2200,208,215,0
2201,201,166,0
2202,194,152,0
2203,173,226,0
2204,162,197,0
2205,141,185,0
2206,131,176,0
2207,680,177,1
2208,617,174,1
2209,603,172,1
2210,598,172,1
2211,158,165,0
2212,136,163,0
2213,134,161,0
2214,134,161,0
2215,135,161,0
2216,133,160,0
2217,587,158,1
2218,591,157,1
2219,588,156,1
2220,588,155,1
2221,587,154,1
2222,587,154,1
2223,586,156,1
2224,582,145,1
2225,575,143,1
2226,616,141,1
2227,686,142,1
2228,730,141,1
2229,753,141,1
2230,777,139,1
2231,768,138,1
2232,759,138,1
2233,758,138,1
2234,754,138,1
2235,764,139,1
2236,762,139,1
2237,757,138,1
2238,783,139,1
2239,784,144,1
2240,740,156,1
2241,738,153,1
2242,739,157,1
2243,738,139,1
2244,755,152,1
2245,756,147,1
2246,828,138,1
2247,837,131,1
2248,837,127,1
2249,835,126,1
2250,832,122,1
2251,832,119,1
2252,830,122,1
2253,830,126,1
2254,134,109,0
2255,130,110,0
2256,123,113,0
2257,123,114,0
2258,785,129,1
2259,787,131,1
2260,800,133,1
2261,810,133,1
2262,812,133,1
2263,809,133,1
2264,812,134,1
2265,839,133,1
2266,833,134,1
2267,830,137,1
2268,830,141,1
2269,181,169,0
2270,193,238,0
2271,300,375,0
2272,387,515,0
2273,363,488,0
2274,288,482,0
2275,238,499,0
2276,225,474,0
2277,264,464,0
2278,153,438,0
2279,111,425,0
2280,240,426,0
2281,313,417,0
2282,112,359,0
2283,59,321,0
2284,53,363,0
2285,319,404,0
2286,281,404,0
2287,285,400,0
2288,228,390,0
2289,92,349,0
2290,268,397,0
2291,854,411,1
2292,854,431,1
2293,854,446,1
2294,854,443,1
2295,853,442,1
2296,854,445,1
2297,853,377,1
2298,244,343,0
2299,93,309,0
2300,63,219,0
2301,66,206,0
2302,191,316,0
2303,287,390,0
2304,150,360,0
2305,130,326,0
2306,217,253,0
2307,475,670,0
2308,853,761,1
2309,848,610,1
2310,848,607,1
2311,848,604,1
2312,847,565,1
2313,847,590,1
2314,847,544,1
2315,847,450,1
2316,856,777,1
2317,858,808,1
2318,856,773,1
2319,857,792,1
2320,857,800,1
2321,857,799,1
2322,858,806,1
2323,858,806,1
2324,858,807,1
2325,856,795,1
2326,856,793,1
2327,857,799,1
2328,852,792,1
2329,856,792,1
2330,881,793,1
2331,882,794,1
2332,884,797,1
2333,634,813,0
2334,636,814,0
2335,636,813,0
2336,633,810,0
2337,637,812,0
2338,637,813,0
2339,640,814,0
2340,640,813,0
2341,640,815,0
2342,640,816,0
2343,650,827,0
2344,679,850,0
2345,685,857,0
2510,750,897,0
2511,718,882,0
2512,890,851,1
2513,889,846,1
2514,653,827,0
2515,653,827,0
2516,511,652,0
2517,560,680,0
2518,560,701,0
2519,561,702,0
2520,572,706,0
2521,570,704,0
2522,548,692,0
2523,543,686,0
2524,537,686,0
2525,554,696,0
2526,562,700,0
2527,565,703,0
2528,860,647,1
2529,530,617,0
2530,548,662,0
2531,547,656,0
2532,545,638,0
2533,545,638,0
2534,860,631,1
2535,860,618,1
2536,860,616,1
2537,859,616,1
2538,543,626,0
2539,522,638,0
2540,573,710,0
2541,572,707,0
2542,570,704,0
2543,569,703,0
2544,569,703,0
2545,574,709,0
2546,499,646,0
2547,433,600,0
2548,424,596,0
2549,433,595,0
2550,445,594,0
2551,427,596,0
2552,852,595,1
2553,851,593,1
2554,826,593,1
2555,849,593,1
2556,843,593,1
2557,839,594,1
2558,840,587,1
2559,840,603,1
2560,489,613,0
2561,545,677,0
2562,568,705,0
2563,567,692,0
2564,385,532,0
2565,348,420,0
2566,281,266,0
2567,837,338,1
2568,837,401,1
2569,837,325,1
2570,837,312,1
2571,836,315,1
2572,836,359,1
2573,837,408,1
2574,836,336,1
2575,835,178,1
2576,836,232,1
2577,487,296,1
2578,835,226,1
2579,835,307,1
2580,836,318,1
2581,835,300,1
2582,835,253,1
2583,837,187,1
2584,837,171,1
2585,825,157,1
2586,826,159,1
2587,833,187,1
2588,209,194,0
2589,833,222,1
2590,833,231,1
2591,833,226,1
2592,833,221,1
2593,834,181,1
2594,829,177,1
2595,824,174,1
2596,823,172,1
2597,816,171,1
2598,807,169,1
2599,804,168,1
2600,802,167,1
2601,802,162,1
2602,800,168,1
2603,810,192,1
2604,807,191,1
2605,806,188,1
2606,806,184,1
2607,812,215,1
2608,786,231,1
2609,716,233,1
2610,706,228,1
2611,724,224,1
2612,725,223,1
2613,728,223,1
2614,722,222,1
2615,720,221,1
2616,715,220,1
2617,700,221,1
2618,687,238,1
2619,607,240,1
2620,507,239,1
2621,504,236,1
2622,502,234,1
2623,503,230,1
2624,507,228,1
2625,504,226,1
2626,502,227,1
2627,507,228,1
2628,507,226,1
2629,507,226,1
2630,504,226,1
2631,505,226,1
2632,506,223,1
2633,588,232,1
2634,758,229,1
2635,778,239,1
2636,777,239,1
2637,818,239,1
2638,825,239,1
2639,822,236,1
2640,821,237,1
2641,822,234,1
2642,822,235,1
2643,822,236,1
2644,823,234,1
2645,824,237,1
2646,824,241,1
2647,823,245,1
2648,824,244,1
2649,823,243,1
2650,824,243,1
2651,245,225,0
2652,218,209,0
2653,218,200,0
2654,219,196,0
2655,222,193,0
2656,221,189,0
2657,209,178,0
2658,209,177,0
2659,214,179,0
2660,219,210,0
2661,225,216,0
2662,224,196,0
2663,223,198,0
2664,222,200,0
2665,275,273,0
2666,275,271,0
2667,278,275,0
2668,278,277,0
2669,278,281,0
2670,278,282,0
2671,278,281,0
2672,278,283,0
2673,284,279,0
2674,296,290,0
2675,296,343,0
2676,297,335,0
2677,297,333,0
2678,302,358,0
2679,314,352,0
2680,320,357,0
2681,321,357,0
2682,331,380,0
2683,341,401,0
2684,368,476,0
2685,430,565,0
2686,475,608,0
2687,525,679,0
2688,536,685,0
2689,535,683,0
2690,526,671,0
2691,530,679,0
2692,530,661,0
2693,542,683,0
2694,513,665,0
2695,553,704,0
2696,558,707,0
2697,559,703,0
2698,558,704,0
2699,564,704,0
2700,556,703,0
2701,541,728,0
2768,762,897,0
2769,713,864,0
2770,646,812,0
2771,705,851,0
2772,693,845,0
2773,691,844,0
2774,691,843,0
2775,684,840,0
2776,683,839,0
2777,682,839,0
2778,682,839,0
2779,681,838,0
2780,679,838,0
2781,676,835,0
2782,675,835,0
2783,847,835,1
2784,847,835,1
2785,846,833,1
2786,846,833,1
2787,846,832,1
2788,845,831,1
2789,845,829,1
2790,844,828,1
2791,662,828,0
2792,661,828,0
2793,659,827,0
2794,659,826,0
2795,658,826,0
2796,659,827,0
2797,660,827,0
2798,658,827,0
2799,655,826,0
2800,658,827,0
2801,674,838,0
2802,668,837,0
2803,845,837,1
2804,846,837,1
2805,845,837,1
2806,845,836,1
2807,845,836,1
2808,697,837,0
2809,669,839,0
2810,677,844,0
2811,660,819,0
2812,388,495,0
2813,311,423,0
2814,162,224,0
2815,119,213,0
2816,90,244,0
2817,66,182,0
2818,129,550,0
2819,214,542,0
2820,248,541,0
2821,278,542,0
2822,353,551,0
2823,218,536,0
2824,204,529,0
2825,353,534,0
2826,280,512,0
2827,204,322,0
2828,321,433,0
2829,317,415,0
2830,299,403,0
2831,214,366,0
2832,113,356,0
2833,86,340,0
2834,114,318,0
2835,104,299,0
2836,107,284,0
2837,179,298,0
2838,248,369,0
2839,169,414,0
2840,219,401,0
2841,288,385,0
2842,290,385,0
2843,870,354,1
2844,870,356,1
2845,870,346,1
2846,870,353,1
2847,869,327,1
2848,870,317,1
2849,869,312,1
2850,869,288,1
2851,869,285,1
2852,869,282,1
2853,869,282,1
2854,405,266,0
2855,227,313,0
2856,244,461,0
2857,113,422,0
2858,90,368,0
2859,87,322,0
2860,123,309,0
2861,353,524,0
2862,873,644,1
2863,873,649,1
2864,873,643,1
2865,873,647,1
2866,872,643,1
2867,873,653,1
2868,873,606,1
2869,873,647,1
2870,872,613,1
2871,873,632,1
2872,873,662,1
2873,873,680,1
2874,872,674,1
2875,873,675,1
2876,873,665,1
2877,873,685,1
2878,531,689,0
2879,528,686,0
2880,526,685,0
2881,527,687,0
2882,527,687,0
2883,874,690,1
2884,873,687,1
2885,873,690,1
2886,527,690,0
2887,530,695,0
2888,530,690,0
2889,528,691,0
2890,528,691,0
2891,529,693,0
2892,528,690,0
2893,532,692,0
2894,525,689,0
2895,874,690,1
2896,873,643,1
2897,873,625,1
2898,873,626,1
2899,873,624,1
2900,872,601,1
2901,872,480,1
2902,872,386,1
2903,871,451,1
2904,441,421,0
2905,435,448,0
2906,473,608,0
2907,509,682,0
2908,507,661,0
2909,488,586,0
2910,502,612,0
2911,496,578,0
2912,454,477,0
2913,501,598,0
2914,874,466,1
2915,873,516,1
2916,502,647,0
2917,506,632,0
2918,508,595,0
2919,506,492,0
2920,511,462,0
2921,510,450,0
2922,510,432,0
2923,509,423,0
2924,510,409,0
2925,513,412,0
2926,510,430,0
2927,508,442,0
2928,873,404,1
2929,873,412,1
2930,873,387,1
2931,873,327,1
2932,874,371,1
2933,873,289,1
2934,873,271,1
2935,873,240,1
2936,873,208,1
2937,873,181,1
2938,873,177,1
2939,873,170,1
2940,873,209,1
2941,873,343,1
2942,873,446,1
2943,873,378,1
2944,872,291,1
2945,873,276,1
2946,872,248,1
2947,873,235,1
2948,872,239,1
2949,872,237,1
2950,872,235,1
2951,872,236,1
2952,872,230,1
2953,872,232,1
2954,872,236,1
2955,872,227,1
2956,872,234,1
2957,872,380,1
2958,872,319,1
2959,872,590,1
2960,872,655,1
2961,872,673,1
2962,872,687,1
2963,872,687,1
2964,871,666,1
2965,870,654,1
2966,854,657,1
2967,461,663,0
2968,456,661,0
2969,457,662,0
2970,415,662,0
2971,462,662,0
2972,478,661,0
2973,432,661,0
2974,459,661,0
2975,490,646,0
2976,518,661,0
2977,878,651,1
2978,878,660,1
2979,877,663,1
2980,878,658,1
2981,878,662,1
2982,877,665,1
2983,878,669,1
2984,877,666,1
2985,877,671,1
2986,878,671,1
2987,877,670,1
2988,877,669,1
2989,878,667,1
2990,878,667,1
2991,877,669,1
2992,878,667,1
2993,878,668,1
2994,877,667,1
2995,529,669,0
2996,527,672,0
2997,511,627,0
2998,517,602,0
2999,518,579,0
3000,508,571,0
3001,532,584,0
3002,533,626,0
3003,533,602,0
3004,541,625,0
3005,550,642,0
3006,550,626,0
3007,549,628,0
3008,548,630,0
3009,554,653,0
3010,552,659,0
3011,552,656,0
3012,552,655,0
3013,551,655,0
3014,552,653,0
3015,551,654,0
3016,552,656,0
3017,550,646,0
3018,549,653,0
3019,548,656,0
3020,549,651,0
3021,552,660,0
3022,550,643,0
3023,552,657,0
3024,552,658,0
3025,547,644,0
3026,545,669,0
3027,561,686,0
3028,562,687,0
3029,564,689,0
3030,564,689,0
3031,521,597,0
3032,524,579,0
3033,526,584,0
3034,525,582,0
3035,522,588,0
3036,523,591,0
3037,531,591,0
3038,528,589,0
3039,531,590,0
3040,535,590,0
3041,854,597,1
3042,879,604,1
3043,878,595,1
3044,878,592,1
3045,878,598,1
3046,878,594,1
3047,546,592,0
3048,540,592,0
3049,542,592,0
3050,539,592,0
3051,549,601,0
3052,550,598,0
3053,552,600,0
3054,556,598,0
3055,555,603,0
3056,554,598,0
3057,552,592,0
3058,552,597,0
3059,553,597,0
3060,552,606,0
3061,879,594,1
3062,879,602,1
3063,878,593,1
3064,878,597,1
3065,878,595,1
3066,878,595,1
3067,878,596,1
3068,878,597,1
3069,878,604,1
3070,548,593,0
3071,878,597,1
3072,878,601,1
3073,878,591,1
3074,878,591,1
3075,878,595,1
3076,878,597,1
3077,878,595,1
3078,878,596,1
3079,878,600,1
3080,878,597,1
3081,878,600,1
3082,878,594,1
3083,587,596,0
3084,552,600,0
3085,549,596,0
3086,551,605,0
3087,549,598,0
3088,549,592,0
3089,550,604,0
3090,552,599,0
3091,549,601,0
3092,552,596,0
3093,550,599,0
3094,553,596,0
3095,554,599,0
3096,551,594,0
3097,550,596,0
3098,553,598,0
3099,552,600,0
3100,551,589,0
3101,550,593,0
3102,552,593,0
3103,554,595,0
3104,542,585,0
3105,534,585,0
3106,542,574,0
3107,540,589,0
3108,539,589,0
3109,538,591,0
3110,879,600,1
3111,879,596,1
3112,878,590,1
3113,877,577,1
3114,878,570,1
3115,880,566,1
3116,880,557,1
3117,884,554,1
3118,608,561,0
3119,271,565,0
3120,173,551,0
3121,181,558,0
3122,208,565,0
3123,492,557,0
3124,501,550,0
3125,509,531,0
3126,507,533,0
3127,520,541,0
3128,515,516,0
3129,508,524,0
3130,244,501,0
3131,211,459,0
3132,228,512,0
3133,469,439,0
3134,459,442,0
3135,888,452,1
3136,898,457,1
3137,896,429,1
3138,893,433,1
3139,894,428,1
3140,893,429,1
3141,892,428,1
3142,891,421,1
3143,892,417,1
3144,891,414,1
3145,892,412,1
3146,891,416,1
3147,891,425,1
3148,890,428,1
3149,494,497,0
3150,548,655,0
3151,572,701,0
3152,581,707,0
3153,583,707,0
3154,582,707,0
3155,582,707,0
3156,581,706,0
3157,571,701,0
3158,562,682,0
3159,560,679,0
3160,561,671,0
3161,558,665,0
3162,341,408,0
3163,267,207,0
3164,367,403,0
3165,455,521,0
3166,523,607,0
3167,514,613,0
3168,503,534,0
3169,484,483,0
3170,487,476,0
3171,492,538,0
3172,514,596,0
3173,492,536,0
3174,328,372,0
3175,413,571,0
3176,359,506,0
3177,347,513,0
3178,330,391,0
3179,364,419,0
3180,317,355,0
3181,274,312,0
3182,320,382,0
3183,320,350,0
3184,360,409,0
3185,364,409,0
3186,347,402,0
3187,356,408,0
3188,354,403,0
3189,344,387,0
3190,328,353,0
3191,334,372,0
3192,336,370,0
3193,329,370,0
3194,324,369,0
3195,343,383,0
3196,317,359,0
3197,304,351,0
3198,893,350,1
3199,893,356,1
3200,893,348,1
3201,893,347,1
3202,893,342,1
3203,893,341,1
3204,893,355,1
3205,893,345,1
3206,893,355,1
3207,893,351,1
3208,318,347,0
3209,333,378,0
3210,332,359,0
3211,325,350,0
3212,326,352,0
3213,325,353,0
3214,332,367,0
3215,333,366,0
3216,333,368,0
3217,331,366,0
3218,339,376,0
3219,343,379,0
3220,337,372,0
3221,344,378,0
3222,341,375,0
3223,340,375,0
3224,339,375,0
3225,338,375,0
3226,338,374,0
3227,338,376,0
3228,336,373,0
3229,336,374,0
3230,337,374,0
3231,341,377,0
3232,339,373,0
3233,338,373,0
3234,337,374,0
3235,341,371,0
3236,348,380,0
3237,341,368,0
3238,338,364,0
3239,340,375,0
3240,334,371,0
3241,339,376,0
3242,332,376,0
3243,330,371,0
3244,328,370,0
3245,330,371,0
3246,333,370,0
3247,336,374,0
3248,334,371,0
3249,335,369,0
3250,334,374,0
3251,329,370,0
3252,331,371,0
3253,333,369,0
3254,335,370,0
3255,337,367,0
3256,341,371,0
3257,340,372,0
3258,300,327,0
3259,284,312,0
3260,280,302,0
3261,894,315,1
3262,894,319,1
3263,893,328,1
3264,893,327,1
3265,893,329,1
3266,893,328,1
3267,893,325,1
3268,893,325,1
3269,893,320,1
3270,893,318,1
3271,893,316,1
3272,893,314,1
3273,893,354,1
3274,893,355,1
3275,893,351,1
3276,893,345,1
3277,893,334,1
3278,893,327,1
3279,893,334,1
3280,893,334,1
3281,295,317,0
3282,330,369,0
3283,330,377,0
3284,321,368,0
3285,282,286,0
3286,281,231,0
3287,213,157,0
3288,212,159,0
3289,214,159,0
3290,213,158,0
3291,211,158,0
3292,213,158,0
3293,213,157,0
3294,211,155,0
3295,211,157,0
3296,202,153,0
3297,207,157,0
3298,199,160,0
3299,217,359,0
3300,191,172,0
3301,257,408,0
3302,186,107,0
3303,189,97,0
3304,153,77,0
3305,167,90,0
3306,221,105,0
3307,199,94,0
3308,171,93,0
3309,170,94,0
3310,171,94,0
3311,187,95,0
3312,188,89,0
3313,163,85,0
3314,164,83,0
3315,159,80,0
3316,152,76,0
3317,152,75,0
3318,148,77,0
3319,200,95,0
3320,154,88,0
3321,186,124,0
3322,178,244,0
3323,158,199,0
3324,141,95,0
3325,160,87,0
3326,183,104,0
3327,194,120,0
3328,141,100,0
3329,189,107,0
3330,193,111,0
3331,192,111,0
3332,192,111,0
3333,893,122,1
3334,893,123,1
3335,893,123,1
3336,893,123,1
3337,893,126,1
3338,893,122,1
3339,892,124,1
3340,893,123,1
3341,893,113,1
3342,893,113,1
3343,184,98,0
3344,152,97,0
3345,148,93,0
3346,148,86,0
3347,154,88,0
3348,157,102,0
3349,198,113,0
3350,202,113,0
3351,204,115,0
3352,200,113,0
3353,200,113,0
3354,202,113,0
3355,201,113,0
3356,202,113,0
3357,198,109,0
3358,195,111,0
3359,183,113,0
3360,190,114,0
3361,189,111,0
3362,193,113,0
3363,194,116,0
3364,198,118,0
3365,194,117,0
3366,208,120,0
3367,206,119,0
3368,207,119,0
3369,211,119,0
3370,207,117,0
3371,205,117,0
3372,205,118,0
3373,202,116,0
3374,200,115,0
3375,186,115,0
3376,203,118,0
3377,203,119,0
3378,204,117,0
3379,207,121,0
3380,205,116,0
3381,204,117,0
3382,205,115,0
3383,894,130,1
3384,893,132,1
3385,893,131,1
3386,893,132,1
3387,893,133,1
3388,893,130,1
3389,893,131,1
3390,892,131,1
3391,892,132,1
3392,893,133,1
3393,893,131,1
3394,892,130,1
3395,892,130,1
3396,892,132,1
3397,892,131,1
3398,892,132,1
3399,892,132,1
3400,892,128,1
3401,892,121,1
3402,892,120,1
3403,892,120,1
3404,892,120,1
3405,893,131,1
3406,892,130,1
3407,892,131,1
3408,892,131,1
3409,892,131,1
3410,892,131,1
3411,892,131,1
3412,892,130,1
3413,892,131,1
3414,892,131,1
3415,892,133,1
3416,208,119,0
3417,205,117,0
3418,892,132,1
3419,196,110,0
3420,203,114,0
3421,208,117,0
3422,210,112,0
3423,206,109,0
3424,204,107,0
3425,202,107,0
3426,202,106,0
3427,200,105,0
3428,199,105,0
3429,208,108,0
3430,203,105,0
3431,206,107,0
3432,204,105,0
3433,201,104,0
3434,200,104,0
3435,200,103,0
3436,201,104,0
3437,201,104,0
3438,202,104,0
3439,202,104,0
3440,202,104,0
3441,202,104,0
3442,203,104,0
3443,203,104,0
3444,202,104,0
3445,202,104,0
3446,203,104,0
3447,203,104,0
3448,202,104,0
3449,202,104,0
3450,203,104,0
3451,203,104,0
3452,203,104,0
3453,204,105,0
3454,204,104,0
3455,201,103,0
3456,205,105,0
3457,205,105,0
3458,205,105,0
3459,205,105,0
3460,205,105,0
3461,203,106,0
3462,203,105,0
3463,203,105,0
3464,203,105,0
3465,203,105,0
3466,202,105,0
3467,202,105,0
3468,203,106,0
3469,203,105,0
3470,203,106,0
3471,204,106,0
3472,203,105,0
3473,203,105,0
3474,202,105,0
3475,200,104,0
3476,199,102,0
3477,200,103,0
3478,199,102,0
3479,199,102,0
3480,199,103,0
3481,199,103,0
3482,199,102,0
3483,200,103,0
3484,201,103,0
3485,201,103,0
3486,200,103,0
3487,201,103,0
3488,201,103,0
3489,200,102,0
3490,201,102,0
3491,199,101,0
3492,198,101,0
3493,201,102,0
3494,201,103,0
3495,202,103,0
3496,198,101,0
3497,209,107,0
3498,200,106,0
3499,199,106,0
3500,201,107,0
3501,173,104,0
3502,136,90,0
3503,208,183,0
3504,233,261,0
3505,236,336,0
3506,893,134,1
3507,894,266,1
3508,893,180,1
3509,893,166,1
3510,893,162,1
3511,159,123,0
3512,159,146,0
3513,156,145,0
3514,143,144,0
3515,161,148,0
3516,153,138,0
3517,146,135,0
3518,144,135,0
3519,826,122,1
3520,826,123,1
3521,826,152,1
3522,826,198,1
3523,337,264,0
3524,267,283,0
3525,207,241,0
3526,118,89,0
3527,104,93,0
3528,827,116,1
3529,828,130,1
3530,828,135,1
3531,827,137,1
3532,827,135,1
3533,827,136,1
3534,827,140,1
3535,827,137,1
3536,827,133,1
3537,827,130,1
3538,142,113,0
3539,128,100,0
3540,125,94,0
3541,124,91,0
3542,828,123,1
3543,827,123,1
3544,827,126,1
3545,827,131,1
3546,827,129,1
3547,827,122,1
3548,827,122,1
3549,827,117,1
3550,827,127,1
3551,136,88,0
3552,127,96,0
3553,126,109,0
3554,214,198,0
3555,226,207,0
3556,227,208,0
3557,227,207,0
3558,226,207,0
3559,230,208,0
3560,230,209,0
3561,229,208,0
3562,229,207,0
3563,229,207,0
3564,228,207,0
3565,228,207,0
3566,227,206,0
3567,228,207,0
3568,230,207,0
3569,231,208,0
3570,230,207,0
3571,231,208,0
3572,230,207,0
3573,231,208,0
3574,231,208,0
3575,231,208,0
3576,230,207,0
3577,231,207,0
3578,230,208,0
3579,231,208,0
3580,231,208,0
3581,231,209,0
3582,228,208,0
3583,230,208,0
3584,230,209,0
3585,230,209,0
3586,229,208,0
3587,231,208,0
3588,228,207,0
3589,229,207,0
3590,230,208,0
3591,229,208,0
3592,230,208,0
3593,229,207,0
3594,230,208,0
3595,230,207,0
3596,230,208,0
3597,230,207,0
3598,230,207,0
3599,229,205,0
3600,228,198,0
3601,225,197,0
3602,214,194,0
3603,191,162,0
3604,219,180,0
3605,223,175,0
3606,224,178,0
3607,223,179,0
3608,225,184,0
3609,227,197,0
3610,227,198,0
3611,226,197,0
3612,225,197,0
3613,225,197,0
3614,226,198,0
3615,225,197,0
3616,225,198,0
3617,225,198,0
3618,225,197,0
3619,225,198,0
3620,226,198,0
3621,226,198,0
3622,226,198,0
3623,225,197,0
3624,226,198,0
3625,225,197,0
3626,225,197,0
3627,226,198,0
3628,225,197,0
3629,225,195,0
3630,226,195,0
3631,225,194,0
3632,226,196,0
3633,227,195,0
3634,223,194,0
3635,222,193,0
3636,219,193,0
3637,183,156,0
3638,224,188,0
3639,227,189,0
3640,225,177,0
3641,226,178,0
3642,228,195,0
3643,227,190,0
3644,227,194,0
3645,228,195,0
3646,227,194,0
3647,227,194,0
3648,227,193,0
3649,229,195,0
3650,228,195,0
3651,227,195,0
3652,227,196,0
3653,226,186,0
3654,225,186,0
3655,225,186,0
3656,224,180,0
3657,224,181,0
3658,223,183,0
3659,223,179,0
3660,223,174,0
3661,221,164,0
3662,219,162,0
3663,170,136,0
3664,213,164,0
3665,202,161,0
3666,161,149,0
3667,213,182,0
3668,219,184,0
3669,218,184,0
3670,220,185,0
3671,220,185,0
3672,220,185,0
3673,221,185,0
3674,221,185,0
3675,220,184,0
3676,220,185,0
3677,220,185,0
3678,221,185,0
3679,221,184,0
3680,220,185,0
3681,220,185,0
3682,220,184,0
3683,220,185,0
3684,218,185,0
3685,223,184,0
3686,226,185,0
3687,225,185,0
3688,226,186,0
3689,226,185,0
3690,226,186,0
3691,226,186,0
3692,226,186,0
3693,226,185,0
3694,226,185,0
3695,226,185,0
3696,227,186,0
3697,226,186,0
3698,224,186,0
3699,220,184,0
3700,218,184,0
3701,218,184,0
3702,218,185,0
3703,217,184,0
3704,217,184,0
3705,216,184,0
3706,216,183,0
3707,215,183,0
3708,214,182,0
3709,215,183,0
3710,216,183,0
3711,215,184,0
3712,216,184,0
3713,216,184,0
3714,216,185,0
3715,216,184,0
3716,216,183,0
3717,216,183,0
3718,216,183,0
3719,218,184,0
3720,218,184,0
3721,218,184,0
3722,217,184,0
3723,217,184,0
3724,215,184,0
3725,215,183,0
3726,216,184,0
3727,221,184,0
3728,226,186,0
3729,224,185,0
3730,224,184,0
3731,228,186,0
3732,232,185,0
3733,222,184,0
3734,183,165,0
3735,219,164,0
3736,232,180,0
3737,231,173,0
3738,232,168,0
3739,233,175,0
3740,232,174,0
3741,233,173,0
3742,232,174,0
3743,231,174,0
3744,232,174,0
3745,232,175,0
3746,232,174,0
3747,231,173,0
3748,231,172,0
3749,232,173,0
3750,233,172,0
3751,232,171,0
3752,233,170,0
3753,233,169,0
3754,233,171,0
3755,232,171,0
3756,233,170,0
3757,232,167,0
3758,233,171,0
3759,233,170,0
3760,232,169,0
3761,232,168,0
3762,232,169,0
3763,231,168,0
3764,232,172,0
3765,232,170,0
3766,231,168,0
3767,233,170,0
3768,233,174,0
3769,232,176,0
3770,232,175,0
3771,231,175,0
3772,232,176,0
3773,232,177,0
3774,233,177,0
3775,232,177,0
3776,232,168,0
3777,234,180,0
3778,223,170,0
3779,192,169,0
3780,227,185,0
3781,232,185,0
3782,232,185,0
3783,213,181,0
3784,193,171,0
3785,166,163,0
3786,129,134,0
3787,228,239,0
3788,830,242,1
3789,830,257,1
3790,829,291,1
3791,830,357,1
3792,829,353,1
3793,854,354,1
3794,855,357,1
3795,853,353,1
3796,852,355,1
3797,851,355,1
3798,189,350,0
3799,198,353,0
3800,194,350,0
3801,863,355,1
3802,863,346,1
3803,864,430,1
3804,863,281,1
3805,863,183,1
3806,863,164,1
3807,863,209,1
3808,862,209,1
3809,862,208,1
3810,863,207,1
3811,863,210,1
3812,863,212,1
3813,863,215,1
3814,862,213,1
3815,863,213,1
3816,862,216,1
3817,172,198,0
3818,166,199,0
3819,863,219,1
3820,863,221,1
3821,863,220,1
3822,863,221,1
3823,862,220,1
3824,187,202,0
3825,249,285,0
3826,249,286,0
3827,248,286,0
3828,249,289,0
3829,249,287,0
3830,247,275,0
3831,248,285,0
3832,248,286,0
3833,248,284,0
3834,249,288,0
3835,248,285,0
3836,248,286,0
3837,248,286,0
3838,247,284,0
3839,247,284,0
3840,247,284,0
3841,248,285,0
3842,248,285,0
3843,246,282,0
3844,246,282,0
3845,246,284,0
3846,247,285,0
3847,246,282,0
3848,247,278,0
3849,249,286,0
3850,246,273,0
3851,247,272,0
3852,246,270,0
3853,247,270,0
3854,248,273,0
3855,247,272,0
3856,247,271,0
3857,248,273,0
3858,246,270,0
3859,248,272,0
3860,246,269,0
3861,247,271,0
3862,248,276,0
3863,248,281,0
3864,249,285,0
3865,248,283,0
3866,249,285,0
3867,248,284,0
3868,249,285,0
3869,248,284,0
3870,248,284,0
3871,249,285,0
3872,247,284,0
3873,249,285,0
3874,250,279,0
3875,250,281,0
3876,250,284,0
3877,249,277,0
3878,248,273,0
3879,248,273,0
3880,248,274,0
3881,249,275,0
3882,249,276,0
3883,249,284,0
3884,249,284,0
3885,249,284,0
3886,249,285,0
3887,249,285,0
3888,249,285,0
3889,249,284,0
3890,249,285,0
3891,249,284,0
3892,248,283,0
3893,249,285,0
3894,249,285,0
3895,249,284,0
3896,248,283,0
3897,249,284,0
3898,249,283,0
3899,247,283,0
3900,248,285,0
3901,247,283,0
3902,248,283,0
3903,247,283,0
3904,249,284,0
3905,249,284,0
3906,248,283,0
3907,248,283,0
3908,248,283,0
3909,247,284,0
3910,247,282,0
3911,247,282,0
3912,248,282,0
3913,248,280,0
3914,247,273,0
3915,246,267,0
3916,245,265,0
3917,246,267,0
3918,247,266,0
3919,247,266,0
3920,247,266,0
3921,246,266,0
3922,247,267,0
3923,247,267,0
3924,248,268,0
3925,248,268,0
3926,247,268,0
3927,247,267,0
3928,247,267,0
3929,248,268,0
3930,247,267,0
3931,247,266,0
3932,248,268,0
3933,248,269,0
3934,248,267,0
3935,248,267,0
3936,248,267,0
3937,248,268,0
3938,248,267,0
3939,247,266,0
3940,248,267,0
3941,248,268,0
3942,248,269,0
3943,248,268,0
3944,248,268,0
3945,247,266,0
3946,248,267,0
3947,247,267,0
3948,248,268,0
3949,247,266,0
3950,247,266,0
3951,248,268,0
3952,247,267,0
3953,247,268,0
3954,247,267,0
3955,246,265,0
3956,246,267,0
3957,246,267,0
3958,247,268,0
3959,244,266,0
3960,232,242,0
3961,238,252,0
3962,239,258,0
3963,239,254,0
3964,239,253,0
3965,239,252,0
